,graph_name,code,internal_name,name,directory,data_source,availability,consistency_check,category,node_meaning,edge_meaning,network_format,edge_type,temporal_data,reciprocal,directed_cycles,loops,snapshot,dataset_timestamp,network_join,orientation,multiplicity,connectedness,txt_file_size,compressed_txt_file_size,zero_weights,skew_symmetry,complete,k_core,tournament,paths
1116,edit-lawiki,la,edit-lawiki,Wikipedia edits (la),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1117,edit-dewikisource,qde,edit-dewikisource,Wikiquote edits (de),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1118,web-Google,GO,web-Google,Google hyperlinks,,http://snap.stanford.edu/data/web-Google.html,Dataset is available for download,Dataset passed all tests,Hyperlink network,Webpage,Hyperlink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
1119,youtube-links,LY,youtube-links,Youtube links,,http://socialnetworks.mpi-sws.org/data-imc2007.html,Dataset is available for download,Dataset passed all tests,Online social network,User,Link,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,Is a snapshot and likely to not contain all data,,,,,,,,,,,,,
1120,dimacs9-CAL,9C,dimacs9-CAL,California and Nevada,,http://www.diag.uniroma1.it/challenge9/download.shtml,Dataset is available for download,Dataset passed all tests,Infrastructure network,Node,Road,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,1991,,,,,,,,,,,,
1121,edit-hiwiki,hi,edit-hiwiki,Wikipedia edits (hi),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1122,edit-itwiktionary,mit,edit-itwiktionary,Wiktionary edits (it),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1123,edit-fiwiktionary,mfi,edit-fiwiktionary,Wiktionary edits (fi),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1124,digg-votes,DV,digg-votes,Digg votes,,http://www.isi.edu/~lerman/downloads/digg2009.html,Dataset is available for download,Dataset passed all tests,Rating network,"User, story",Vote,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,Is a snapshot and likely to not contain all data,2009,,,,,,,,,,,,
1125,edit-vowiki,vo,edit-vowiki,Wikipedia edits (vo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1126,edit-kawiki,ka,edit-kawiki,Wikipedia edits (ka),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1127,petster-cat-friend,PCf,petster-cat-friend,Catster friends,,,Dataset is available for download,Dataset passed all tests,Online social network,,,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
1128,wikipedia_link_el,Wel,wikipedia_link_el,Wikipedia links (el),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1129,wiki_talk_it,Tit,wiki_talk_it,Wikipedia talk (it),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1130,citeulike-ut,Cut,citeulike-ut,CiteULike user–tag,,http://www.citeulike.org/faq/data.adp,Dataset is available for download,Dataset passed all tests,Interaction network,"User, tag",Assignment,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2007,,,,,,,,,,,,
1131,wikipedia_link_th,Wth,wikipedia_link_th,Wikipedia links (th),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1132,edit-srwikinews,nsr,edit-srwikinews,Wikinews edits (sr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1133,edit-azwiki,az,edit-azwiki,Wikipedia edits (az),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1134,citeulike-ti,Cti,citeulike-ti,CiteULike tag–item,,http://www.citeulike.org/faq/data.adp,Dataset is available for download,Dataset passed all tests,Feature network,"Tag, publication",Assignment,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2007,,,,,,,,,,,,
1135,citeulike-ui,Cui,citeulike-ui,CiteULike user–item,,http://www.citeulike.org/faq/data.adp,Dataset is available for download,Dataset passed all tests,Interaction network,"User, publication",Tag assignment,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2007,,,,,,,,,,,,
1136,webuni,WU,webuni,WebUni Magdeburg,,http://magdeburg.webuni.de/,Dataset is available for download,Dataset passed all tests,Text network,"Thread, word",Use,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,,,,,,,,,,,,,
1137,wikipedia_link_lt,Wlt,wikipedia_link_lt,Wikipedia links (lt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1138,edit-kowiktionary,mko,edit-kowiktionary,Wiktionary edits (ko),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1139,edit-nlwiktionary,mnl,edit-nlwiktionary,Wiktionary edits (nl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1140,wikipedia_link_be,Wbe,wikipedia_link_be,Wikipedia links (be),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1141,wikipedia_link_gl,Wgl,wikipedia_link_gl,Wikipedia links (gl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1142,prosper-loans,PL,prosper-loans,Prosper loans,,http://mlg.ucd.ie/datasets/prosper.html,Dataset is available for download,Dataset passed all tests,Interaction network,Person,Loan,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
1143,ca-cit-HepPh,PH,ca-cit-HepPh,arXiv hep-ph,,http://snap.stanford.edu/data/cit-HepPh.html,Dataset is available for download,Dataset passed all tests,Co-citation network,Author,Co-citation,"Unipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,Does not contain loops,,,Is the join of an underlying network,,,,,,,,,,,
1144,edit-mswiki,ms,edit-mswiki,Wikipedia edits (ms),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1145,edit-elwiktionary,mel,edit-elwiktionary,Wiktionary edits (el),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1146,wikipedia_link_ur,Wur,wikipedia_link_ur,Wikipedia links (ur),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1147,wikipedia_link_ce,Wce,wikipedia_link_ce,Wikipedia links (ce),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1148,wikipedia_link_hr,Whr,wikipedia_link_hr,Wikipedia links (hr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1149,edit-glwiki,gl,edit-glwiki,Wikipedia edits (gl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1150,edit-etwiki,et,edit-etwiki,Wikipedia edits (et),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1151,wikipedia_link_sk,Wsk,wikipedia_link_sk,Wikipedia links (sk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1152,wikipedia_link_ta,Wta,wikipedia_link_ta,Wikipedia links (ta),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1153,edit-hrwiki,hr,edit-hrwiki,Wikipedia edits (hr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1154,wikipedia_link_hi,Whi,wikipedia_link_hi,Wikipedia links (hi),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1155,web-BerkStan,BS,web-BerkStan,Berkeley/Stanford,,http://snap.stanford.edu/data/web-BerkStan.html,Dataset is available for download,Dataset passed all tests,Hyperlink network,Webpage,Hyperlink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
1156,petster-friendships-dog,Sd,petster-friendships-dog,Dogster,,,Dataset is available for download,Dataset passed all tests,Online social network,User,Friendship,"Unipartite, undirected","Unweighted, no multiple edges",,,,Contains loops,,,,,,,,,,,,,,
1157,wikipedia_link_sl,Wsl,wikipedia_link_sl,Wikipedia links (sl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1158,edit-slwiki,sl,edit-slwiki,Wikipedia edits (sl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1159,edit-enwikinews,nen,edit-enwikinews,Wikinews edits (en),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1160,dimacs9-LKS,9L,dimacs9-LKS,Great Lakes,,http://www.diag.uniroma1.it/challenge9/download.shtml,Dataset is available for download,Dataset passed all tests,Infrastructure network,Node,Road,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,1991,,,,,,,,,,,,
1161,edit-ltwiki,lt,edit-ltwiki,Wikipedia edits (lt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1162,edit-eswiktionary,mes,edit-eswiktionary,Wiktionary edits (es),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1163,flickr-groupmemberships,FG,flickr-groupmemberships,Flickr,,http://socialnetworks.mpi-sws.org/data-imc2007.html,Dataset is available for download,Dataset passed all tests,Affiliation network,"User, group",Membership,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,2007,,,,,,,,,,,,
1164,edit-simplewiki,simple,edit-simplewiki,Wikipedia edits (simple),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1165,wiki_talk_fr,Tfr,wiki_talk_fr,Wikipedia talk (fr),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1166,flixster,FX,flixster,Flixster,,http://socialcomputing.asu.edu/datasets/Flixster,Dataset is available for download,Dataset passed all tests,Online social network,User,Friendship,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
