,graph_name,directed,size,volume,n,m,unique_edge_count,loop_count,wedge_count,claw_count,cross_count,triangle_count,square_count,tour_count_4,maximum_degree,maximum_outdegree,maximum_indegree,average_degree,fill,average_edge_multiplicity,size_of_lcc,size_of_lscc,relative_size_of_lscc,diameter,percentile_effective_diameter_50,percentile_effective_diameter_90,median_distance,mean_distance,gini_coefficient,balanced_inequality_ratio,outdegree_balanced_inequality_ratio,indegree_balanced_inequality_ratio,relative_edge_distribution_entropy,power_law_exponent,tail_power_law_exponent,tail_power_law_exponent_with_p,p_value,degree_assortativity,degree_assortativity_p_value,clustering_coefficient,directed_clustering_coefficient,spectral_norm,operator_2_norm,cyclic_eigenvalue,reciprocity,non_bipartivity,normalized_non_bipartivity,algebraic_non_bipartivity,spectral_bipartite_frustration,relative_controllability,controllability,in_outdegree_correlation,outdegree_tail_power_law_exponent_with_p,indegree_p_value,indegree_tail_power_law_exponent_with_p,outdegree_p_value,algebraic_connectivity,spectral_separation,triadic_conflict,spectral_signed_frustration,algebraic_conflict,negativity,left_balanced_inequality_ratio,average_left_degree,right_size,left_size,maximum_right_degree,maximum_left_degree,right_balanced_inequality_ratio,right_tail_power_law_exponent_with_p,left_p_value,right_p_value,left_tail_power_law_exponent_with_p,average_right_degree
1140,wikipedia_link_be,1,375911,6563979,,,,1391,11157283311,115618621666351,1273312964890176768,72045958,45492113453,,64340,1767,64310,34.923,4.645120000000001e-05,,375855,,,10,3.15007,3.9727,4,3.60852,0.796483,0.179313,0.203703,0.192716,,,2.691,2.691,0.0,-0.0716382,0.0,0.0193719,0.450526,655.271,605.571,298.004,0.450252,0.130196,0.0858172,0.137462,0.00126958,0.494032,185712,0.669958,3.061,0.0,2.381,0.0,,1.08825,,,,,,,,,,,,,,,,
1141,wikipedia_link_gl,1,207027,6798252,,,,215,5937399840,25889172432474,134824182702870640,112939817,31127432704,272779778284,31827,4094,30925,65.675,0.000158615,,207020,171698,0.829351,8,2.66796,3.77422,3,3.21829,,0.225832,0.258293,0.183641,,,2.261,2.261,0.0,-0.0742732,0.0,0.0570653,0.441437,829.952,429.848,411.007,0.426323,0.579019,0.23996,,,0.234795,48609,0.669583,2.461,0.0,1.981,0.0,,,,,,,,,,,,,,,,,,
1142,prosper-loans,1,89269,3394979,,,3330225,0,1112425463,455534068547,307514582925604,1158669,3930622348,35901340680,9436,9436,1071,76.0618,0.000417905,1.01944,89171,3513,0.039353,8,2.74025,3.73494,3,3.28231,0.64429,0.258008,0.211441,0.322026,0.929239,1.30063,2.191,,,-0.0783261,0.0,0.00312471,0.033515,347.59,339.39,11.5643,0.000121914,0.0462884,0.0588998,0.365483,0.00122338,,,-0.634376,,,,,,,,,,,,,,,,,,,,,,
1143,ca-cit-HepPh,0,28093,4596803,,,3148447,0,2097593926,862892139927,409090345290895,195758685,69676915730,565811998438,11134,,,327.256,0.00797895,1.46002,28045,,,9,2.35374,3.21657,3,2.82713,0.670678,0.239576,,,0.934575,1.21986,1.731,,,0.0333843,0.0,0.279976,,1921.46,,,,0.862128,0.232408,0.3813,0.000424561,0.000391557,11,,,,,,0.169297,1.17518,,,,,,,,,,,,,,,,
1144,edit-mswiki,0,819847,3615962,,,2200329,,74600365563,3558651047738584,1.57204e+20,,,635785240626,314765,,,8.82107,0.000150722,1.64337,812196,,,11,3.44399,3.99624,4,3.83216,0.831455,0.151217,,,,2.85224,2.031,,,-0.266697,0.0,,,2310.0,,,,,,,,0.961543,783776,,,,,,,,,,,,0.028703,198.559,801636,18211,4671,314765,0.229119,,,,,4.51073
1145,edit-elwiktionary,0,481016,3826713,,,1482567,,154000034217,16528716756141926,1.45211e+21,,,,1398956,,,15.911,0.00108149,2.58114,474813,,,12,1.6147,3.40736,2,2.35638,0.731858,0.22951,,,0.646564,2.08565,,,,-0.364531,0.0,,,3525.88,,,,,,,,0.990626,470687,,,,,,0.0542064,1.77155,,,,,0.0135014,1334.74,478149,2867,1864,1398956,0.331616,,,,,8.00318
1146,wikipedia_link_ur,1,332057,8079171,,,,200,16049454031,119315275422022,1448037716964535296,1632458682,3243078988489,,70541,14467,70540,48.6614,7.32726e-05,,331411,,,11,3.36378,4.6586,4,3.84281,,0.107428,0.132494,0.105398,0.790938,,,,,-0.0741044,0.0,0.305143,0.944273,2907.45,1902.26,1002.44,0.33408,0.690935,0.017262,,,0.626124,207909,0.699127,,,,,,,,,,,,,,,,,,,,,,
1147,wikipedia_link_ce,1,172283,7301226,,,,117,110165364632,5002218494832529,1.76151e+20,347708660,614683977324,,152932,1823,152932,84.7585,0.000245986,,172252,,,10,1.60624,2.47669,2,2.19371,,0.152097,0.222968,0.153826,,,,,,-0.202834,0.0,0.00946873,0.947354,,1210.55,909.997,0.689815,0.0258387,0.0707896,0.116451,0.000524222,0.754021,129905,0.823596,,,,,0.116378,,,,,,,,,,,,,,,,,
1148,wikipedia_link_hr,1,223125,7295433,,,,653,3020670913,7621243263292,27796687554957604,117230162,20021700036,,22668,1719,21524,65.3932,,,223102,,,9,2.80699,3.83781,3,3.37579,,0.228774,0.241479,0.203644,0.91452,1.35358,,2.321,0.0,-0.0560678,0.0,0.116428,0.543917,764.378,391.087,373.336,0.536368,0.709841,0.117852,0.180981,0.000945296,0.234649,52356,0.670953,2.501,0.0,2.281,0.0,,,,,,,,,,,,,,,,,,
1149,edit-glwiki,0,354254,4106776,,,1981973,,32841914323,,,,50310598352,533860126846,287230,,,23.1855,0.000449356,2.07206,351335,,,11,3.26216,3.87135,4,3.40887,0.848692,0.157999,,,,1.93493,3.001,,,-0.214623,0.0,,,3134.62,,,,,,,,,,,,,,,0.0899254,,,,,,0.0279918,317.813,341332,12922,4229,287230,0.224388,,,,,12.0316
1150,edit-etwiki,0,424139,4156964,,,1976085,,29596386434,655551923356209,1.56523e+19,,,416038912926,374564,,,19.6019,0.000243532,2.10364,416313,,,12,3.33363,3.92703,4,3.5655,0.854172,0.151652,,,0.72153,,,3.151,0.0,-0.21356,0.0,,,6100.56,,,,,,,,0.91151,381118,,,,,,0.00853199,2.69692,,,,,0.044125,207.0,404057,20082,9800,374564,0.209888,4.641,0.0,0.0,1.741,10.2881
1151,wikipedia_link_sk,1,291006,7597315,,,,4967,22396746945,361880519169862,5220508300818600960,83848514,101122763925,,74093,7454,74084,52.2141,,,290722,,,12,2.97911,4.41398,3,3.57076,0.722167,0.217933,0.25297,0.176045,0.891568,,2.451,,,-0.0827635,0.0,0.0112313,0.346273,805.296,774.783,263.233,0.436258,0.0584175,0.00323413,,,0.364178,105978,0.705577,,,,,,,,,,,,,,,,,,,,,,
1152,wikipedia_link_ta,1,152870,8098155,,,,577,5932911987,29803290493044,224718793255215616,612060556,293224207032,,43843,2816,43223,105.948,0.000346531,,152440,95814,0.626768,12,2.85683,4.06574,3,3.43147,,0.135125,0.145787,0.149751,,,,,,-0.0391632,0.0,0.309491,0.847828,1513.14,820.535,703.064,0.646827,0.782805,0.0700289,0.12893,0.000448198,0.423641,64762,0.707858,,,,,,,,,,,,,,,,,,,,,,
1153,edit-hrwiki,0,496141,4236890,,,2227199,,37363697860,,,,,,226152,,,17.0794,0.000165588,1.90234,492972,,,10,3.36568,3.95124,4,3.63282,0.863478,0.143613,,,0.724019,2.2613,1.801,,,-0.230929,0.0,,,3656.71,,,,,,,,0.902196,446346,,,,,,0.102083,2.06116,,,,,0.0427316,147.222,467362,28779,5845,226152,0.199994,,,,,9.06554
1154,wikipedia_link_hi,1,172547,8183314,,,,649,18678353640,105445027515739,808695045681752448,456984512,831893856176,,57852,1650,56987,94.8532,,,172111,108124,0.626635,11,2.87985,4.01184,3,3.41723,0.815458,0.178435,0.185363,0.141486,0.857606,,,,,-0.174829,0.0,0.073398,0.811476,,1132.65,593.0,0.398432,0.285823,0.0316329,0.0612237,0.000200999,0.440274,75968,0.478435,,,,,,1.27422,,,,,,,,,,,,,,,,
1155,web-BerkStan,1,685230,7600595,,,,0,27982987280,383198935132861,4925431856926247936,64690980,127118333411,1128891915348,84290,249,84208,22.1841,1.61873e-05,,654782,334857,0.488678,208,6.50142,9.7889,7,7.21172,0.659006,0.250475,0.282235,0.169903,0.886433,1.48607,2.601,,,-0.112728,0.0,0.00693539,0.595513,697.551,674.675,162.347,0.250276,0.058559,0.000201474,,1.6448100000000003e-05,0.396025,271368,0.31325,,,,,2.7849400000000005e-05,,,,,,,,,,,,,,,,,
1156,petster-friendships-dog,0,426820,8546581,,,,3032,17554438218,123909192897457,1142622546298081920,83499364,68359711169,617112529322,46504,,,40.0477,9.38279e-05,,426485,,,11,2.80757,3.87254,3,3.399,0.750496,0.210044,,,0.866844,1.39966,2.151,,,-0.0884256,0.0,0.0142698,,742.714,,,,0.353261,0.0401027,,0.000638664,,,,,,,,0.0734296,,,,,,,,,,,,,,,,,
1157,wikipedia_link_sl,1,228316,8187935,,,,4021,7654811738,43715454477637,327225755080623936,276391750,124150088872,,46120,4688,46106,71.7246,,,228195,175898,0.770415,9,2.75865,3.86608,3,3.3214,0.777777,0.188532,0.217755,0.16253,,,2.141,,,-0.0665248,0.0,0.108321,0.65441,1426.07,764.252,661.759,0.518851,0.720574,0.103092,,0.000981354,0.383797,87627,0.725081,,,,,,,,,,,,,,,,,,,,,,
1158,edit-slwiki,0,395975,4501672,,,2119168,,48843904125,,,,76520405838,807547076744,354943,,,22.7372,,2.12426,393219,,,11,3.1384,3.86867,4,3.30236,0.835585,0.165174,,,0.714967,,3.241,3.241,0.0,-0.142905,0.0,,,,,,,,,,,0.88762,350988,,,,,,0.0955311,1.27693,,,,,0.0448018,171.218,369683,26292,5086,354943,0.233079,4.801,0.0,0.0,1.841,12.1771
1159,edit-enwikinews,0,2766389,4035910,,,3037738,,3309004248451,2835484426357594624,1.82316e+24,,95011761,13238347969716,2571930,,,2.91782,0.000201843,1.32859,2753395,,,13,1.54522,1.9814,2,2.20714,0.65843,0.253231,,,0.758052,3.11101,4.381,,,-0.225894,0.0,,,30161.7,,,,,,,,0.989851,2731312,,,,,,0.00113929,5.18435,,,,,0.0296097,256.672,2750665,15724,205667,2571930,0.404478,,,,,1.46725
1160,dimacs9-LKS,1,2758119,6794808,,,,0,6157714,44551232,42027094,47051,224038,33217968,16,8,8,4.92713,8.93205e-07,,2758119,2758119,1.0,4127,1104.33,2377.7,1105,1239.73,0.205838,0.423419,0.423419,0.423419,0.994915,2.22585,6.141,6.141,0.0,0.0960749,0.0,0.022923,0.022923,9.03966,4.51983,4.51983,1.0,0.126633,7.02807e-05,0.000141024,1.4311000000000002e-05,0.0987379,272331,1.0,6.141,0.0,6.141,0.0,1.1675899999999998e-07,1.0544,,,,,,,,,,,,,,,,
1161,edit-ltwiki,0,447325,4564553,,,2371366,,44777688100,1068702738319359,2.3871699999999996e+19,,71723685960,752908015068,411072,,,20.4082,0.000269192,1.92486,443656,,,12,3.31575,3.9514,4,3.56106,0.848376,0.157875,,,0.716908,,,,,-0.211646,0.0,,,3309.09,,,,,,,,0.916591,408531,,,,,,,,,,,,0.0344564,221.087,426679,20646,7283,411072,0.215816,,,,,10.6979
1162,edit-eswiktionary,0,901301,4467056,,,2865051,,766133270561,190780498162887968,3.71165e+22,,,,1297482,,,9.91246,0.00055552,1.55915,893499,,,12,1.55383,1.99689,2,2.17371,,0.254452,,,,1.97378,3.831,,,-0.44071,0.0,,,3004.23,,,,,,,,0.989386,885008,,,,,,,,,,,,0.0136045,775.665,895542,5759,6288,1297482,0.378356,,,,,4.9881
1163,flickr-groupmemberships,0,499610,8545307,,,,,9755612929,34392804882987,183897960553802528,,35258013095,321104865090,34989,,,34.2079,0.000208241,,470345,,,18,3.72057,5.62214,4,4.43756,0.84906,0.14424,,,0.858658,1.5832,1.451,,,-0.0520037,0.0,,,587.208,,,,,,,,,,,,,,,,1.7844,,,,,0.178314,21.5802,103631,395979,34989,2186,0.146343,,,,,82.459
1164,edit-simplewiki,0,494139,4581775,,,2450013,,28594062814,578548002824395,,,52454079615,534016537742,184076,,,18.5445,,1.8701,477983,,,12,3.40802,4.20785,4,3.78381,0.857065,0.150719,,,0.744531,,,,,-0.135902,0.0,,,38383.3,,,,,,,,0.831463,406478,,,,,,,,,,,,0.0499959,69.3977,428117,66022,38437,184076,0.20376,,,,,10.7022
1165,wiki_talk_fr,1,1420367,4641928,,,2471501,788289,623970181277,220098227047176064,6.006109999999999e+22,4835877,11749091667,2589877992672,1096752,1096720,60407,6.53624,1.22507e-06,1.87818,1409540,56011,0.0394342,11,1.79842,3.54198,2,2.59208,0.825557,0.153816,0.0622847,0.237932,0.66316,4.88449,2.601,,,-0.351518,0.0,2.3250500000000004e-05,0.0250453,110219.0,55109.7,55109.1,0.139799,0.977206,0.0125567,0.0240883,0.00182973,0.951858,1351987,0.705697,,,,,0.024088,,,,,,,,,,,,,,,,,
1166,flixster,0,2523386,7918801,,,,0,1735571393,370427745071,74755363821014,7897122,454368595,10593071934,1474,,,6.27633,2.48727e-06,,2523386,,,8,4.33157,5.38007,5,4.81572,0.775506,0.177717,,,0.863745,2.5941,1.911,1.911,0.0,-0.321231,0.0,0.0136505,,148.325,,,,0.332584,0.0104361,0.0201541,0.000802782,0.923685,2330814,,,,,,,,,,,,,,,,,,,,,,,
1167,wikipedia_link_eu,1,371025,8985762,,,,2934,27788924289,572826613228003,1.25695e+19,192136410,83349571850,,119448,3183,119422,48.4375,6.52753e-05,,370936,240576,0.648409,10,2.82727,3.91521,3,3.32096,,0.192344,0.235803,0.145789,,1.42562,,,,-0.0708765,0.0,0.0207424,0.553196,831.735,549.596,409.599,0.510679,0.360709,0.0229297,,0.00031324,0.474084,175897,0.741666,,,,,,1.08352,,,,,,,,,,,,,,,,
1168,munmun_twitterex_ut,0,705632,4664605,,,1890661,,1006768611,3620991361242,14011028889674202,,206508691,5682999878,90362,,,13.2211,2.03435e-05,2.46718,690906,,,16,5.02202,5.89374,6,5.3197,0.842861,0.149222,,,0.882745,2.46048,2.601,,,-0.0986559,0.0,,,2216.48,,,,,,,,0.620624,437932,,,,,,0.00307789,1.01044,,,,,0.236392,26.6223,530418,175214,90362,2431,0.135109,,,,,8.79421
1169,petster-dog-friend,0,451710,8543549,,,,0,17554438218,123909192897457,1142622546298770944,83499364,68359711169,617112529322,46503,,,37.8276,9.379680000000001e-05,,426485,,,11,2.79768,3.85606,3,3.388,0.75063,0.209928,,,0.866796,1.39974,2.151,,,-0.0884256,0.0,0.0142698,,742.38,,,,0.351696,0.0401027,,0.000638889,,,,,,,,,,,,,,,,,,,,,,,,,
1170,edit-hywiki,0,767832,4977757,,,2303210,,138354099329,,9.49323e+20,,,,1084649,,,12.9657,,2.16123,763099,,,11,3.20502,3.85042,4,3.28046,,0.160924,,,,,2.751,,,-0.25692,0.0,,,37216.2,,,,,,,,0.972045,744407,,,,,,,7.40245,,,,,0.0356896,428.563,756217,11615,37532,1084649,0.227365,,,,,6.58245
1171,trec-wt10g,1,1601787,8063026,,,,0,4375162265,17206337249825,84325207721815904,21071515,12596865743,118288933500,25663,25604,7237,10.0675,3.1425999999999998e-06,,1458316,470441,0.293698,112,7.91105,11.1047,8,8.70368,0.63739,0.266576,0.214135,0.304024,0.912734,1.74492,2.231,,,-0.0570036,0.0,0.0144485,0.187912,349.929,336.756,89.4337,0.34324,0.0432414,0.000182942,0.000404033,1.1831400000000002e-05,0.570701,914142,0.397732,,,,,0.000162332,,,,,,,,,,,,,,,,,
1172,arnetminer,1,1369055,8650089,,,,3047,816355014,425535074479,493029216779945,7269242,183618561,4751646308,8619,808,8619,12.6366,4.6150799999999995e-06,,1348824,3709,0.00270917,29,5.01036,6.55019,6,5.57501,0.594085,0.279812,0.335097,0.226456,0.946382,1.5461,2.791,2.791,0.003,-0.0342107,0.0,0.0267135,0.103148,95.7242,94.0403,8.74318,0.00223894,0.0296844,0.00504282,,,,,,4.571,0.0,2.441,0.0,,,,,,,,,,,,,,,,,,
1173,wikipedia_link_bg,1,354062,9527823,,,,24077,12282278848,147071055344975,2334316856295044096,132592396,,,82873,2385,82842,53.8201,,,353999,,,9,2.7309,3.83429,3,3.2826,0.737741,0.211186,0.238086,0.17474,,,2.391,2.391,0.0,-0.0442053,0.0,0.0323863,0.418777,,470.857,468.061,0.447468,0.584039,0.0361432,,0.000424807,0.276101,97757,0.666787,1.991,0.0,2.301,0.0,,1.49151,,,,,,,,,,,,,,,,
1174,edit-zhwiktionary,0,1347094,5276371,,,3548435,,874615402251,235288162833947008,5.54087e+22,,,,1728017,,,7.83371,,1.48696,1345205,,,12,1.7579,3.70628,2,2.67073,0.7445,0.217175,,,0.630936,2.41019,,,,-0.363993,0.0,,,2423.62,,,,,,,,0.995342,1340010,,,,,,,,,,,,0.00782091,1444.0,1343440,3654,829,1728017,0.322995,,,,,3.92751
1175,wikiconflict,0,118100,2917785,,,2014062,0,1394925925,3157737873756,,13852230,7362075281,64440643864,136192,,,49.4121,,1.44871,113123,,,10,2.77234,3.89243,3,3.36359,0.809687,0.167106,,,0.864542,1.53462,1.501,,,-0.0650117,0.0,0.0297913,,4810.78,,,,0.260217,0.0748721,0.120114,0.000836416,0.375839,43533,,,,,,0.0183478,2.18517,0.376808,,,0.62116,,,,,,,,,,,,
1176,wikipedia_link_da,1,378375,9618862,,,,1941,15273928134,190764935262099,2617343366318414848,132769646,,,74156,1042,74140,50.843,6.7186e-05,,378344,280205,0.740548,11,2.8305,3.91873,3,3.39398,,0.201047,0.224578,0.171105,,1.42119,,,,-0.0509408,0.0,0.0260777,0.377849,,538.384,328.114,0.394312,0.270029,0.0774627,0.140321,0.000859231,0.335136,126807,0.68768,,,,,,1.04474,,,,,,,,,,,,,,,,
1177,edit-elwiki,0,465768,5286412,,,2214095,,22678024679,,5818749732960436224,,29815938890,329246125734,173073,,,22.6998,9.62811e-05,2.38762,455718,,,12,3.37548,3.98347,4,3.70637,0.865134,0.142536,,,0.741826,2.10325,2.891,2.891,0.0,-0.155795,0.0,,,13134.1,,,,,,,,0.858047,396119,,,,,,,2.96778,,,,,0.0506998,94.1665,409629,56139,12572,173073,0.195136,3.581,0.0,0.0,1.951,12.9054
1178,edit-thwiki,0,712316,5320770,,,2311227,,42580456668,1472867339966499,,,35234541178,452202818118,291419,,,14.9394,6.972520000000001e-05,2.30214,686748,,,13,3.48852,4.61883,4,3.93714,,0.120802,,,0.723187,,1.971,,,-0.115892,0.0,,,45011.0,,,,,,,,0.891098,624099,,,,,,0.0379984,8.32251,,,,,0.0505923,106.305,662264,50052,43908,291419,0.171508,,,,,8.03421
1179,edit-euwiki,0,705324,5718362,,,2829692,,174520732934,17195159739852608,1.6363099999999998e+21,,,,1202258,,,16.2149,0.000345604,2.02084,702229,,,11,3.12642,3.84087,4,3.17678,0.836986,0.162715,,,0.68034,,3.321,,,-0.361731,0.0,,,4834.01,,,,,,,,0.96877,681454,,,,,,0.0429639,1.45663,,,,,0.0200622,484.361,693518,11806,4651,1202258,0.235635,,,,,8.24544
1180,edit-plwiktionary,0,615519,5696069,,,3082548,,316078421056,40177218711700384,4.31904e+21,,,,1509126,,,18.5082,0.00131782,1.84784,611504,,,11,1.71791,3.70076,2,2.6164,0.751855,0.21373,,,0.676104,1.73238,3.711,,,-0.273845,0.0,,,20383.6,,,,,,,,0.988379,604906,,,,,,,2.0464,,,,,0.022542,1489.56,611695,3824,13058,1509126,0.314914,,,,,9.31194
1181,edit-dewiktionary,0,725085,5776013,,,3451327,,227306280974,23780696991420592,2.5237e+21,,7023812795,89606310540,1419697,,,15.932,0.000399926,1.67356,717413,,,11,3.00019,3.8287,4,3.04121,0.790939,0.188683,,,0.719119,1.8582,3.661,,,-0.202046,0.0,,,3993.84,,,,,,,,0.972304,698939,,,,,,0.0607302,1.28132,,,,,0.0187345,477.199,712981,12104,13425,1419697,0.278198,,,,,8.10122
1182,edit-skwiki,0,504318,5788725,,,3294038,,69534963330,1676198805452371,,,,,265882,,,22.9566,,1.75733,499796,,,11,3.31085,3.89936,4,3.52524,0.834009,0.167075,,,,1.81497,3.191,,,-0.156591,0.0,,,7702.14,,,,,,,,,,,,,,,,1.66969,,,,,0.0313544,212.821,477118,27200,6326,265882,0.235037,,,,,12.1327
1183,edit-eowiki,0,542626,5775209,,,3149617,,73120114823,,7.18748e+19,,145789683927,,286394,,,21.2861,0.000385223,1.83362,536474,,,11,3.35797,3.92176,4,3.58641,0.842336,0.164345,,,0.718542,,,,,-0.138637,0.0,,,,,,,,,,,0.944969,508722,,,,,,,1.30843,,,,,0.0308139,372.33,527115,15511,12775,286394,0.229648,,,,,10.9563
1184,dimacs9-E,1,3598623,8708058,,,,0,7777436,55661936,51173564,73666,254067,41850338,18,9,9,4.83966,6.72433e-07,,3598623,3598623,1.0,4461,1217.23,2307.83,1218,1322.61,0.211811,0.422759,0.422759,0.422759,0.99459,2.26661,6.761,6.761,0.0,0.0694614,0.0,0.0284153,0.0284153,8.67033,4.33517,4.33517,1.0,0.0914157,8.5696e-05,0.000170618,1.7627e-05,0.103951,374081,,6.761,0.0,6.761,0.0,1.6427199999999998e-07,1.00711,,,,,,,,,,,,,,,,
1185,wikipedia_link_eo,1,412997,10424529,,,,962,14839291979,90295121465541,571072147897726528,247343461,,,36584,3761,36343,50.4823,,,412955,,,9,3.07306,4.11174,4,3.58994,0.788593,0.192269,0.222558,0.141604,,,2.141,,,-0.101882,0.0,0.0500044,0.581162,1385.67,700.852,686.249,0.428375,0.504167,0.0730172,,,0.374572,154697,0.68078,,,,,,,,,,,,,,,,,,,,,,
1186,wikipedia_link_bs,1,178413,11485895,,,,677,7146867215,19273407815710,51565544334775848,862512239,385878691357,,18718,2446,18706,128.756,,,178411,89695,0.502738,10,3.39547,4.54238,4,3.86533,,0.141194,0.149363,0.189767,0.865293,1.49847,,,,-0.064816,0.0,0.362052,0.925035,,784.323,572.007,0.769774,0.685612,0.0767407,0.125047,0.000394697,0.526161,93874,0.887648,,,,,,1.11881,,,,,,,,,,,,,,,,
1187,edit-warwiki,0,2877072,6145080,,,5143659,,4144698774052,3396947893824874496,2.2229e+24,,,,3013716,,,4.27176,0.000586789,1.19469,2873122,,,12,1.53592,1.96466,2,2.12839,0.71056,0.22831,,,0.603669,,4.911,,,-0.628441,0.0,,,2565.68,,,,,,,,0.997962,2868046,,,,,,0.0396009,1.46992,,,,,0.00978392,2014.78,2874022,3050,1591,3013716,0.349013,,,,,2.13815
1188,as-skitter,0,1696415,11095298,,,,0,16021665681,96557738585948,600795229914113920,28769868,62769198018,566262437464,35455,,,13.0809,7.7109e-06,,1694616,,,31,4.4993,5.85131,5,5.03687,0.696474,0.233354,,,0.889471,1.61077,2.291,,,-0.0814201,0.0,0.00538706,,670.349,,,,0.0304481,0.00132905,,,,,,,,,,0.00107753,1.0314,,,,,,,,,,,,,,,,
1189,edit-bgwiki,0,556885,6567352,,,3142498,,61506674994,1922710479532210,,,,,263491,,,23.586,0.000149165,2.08985,548437,,,11,3.30812,3.94116,4,3.53306,0.846507,0.157465,,,0.729717,1.9418,3.051,,,-0.137952,0.0,,,,,,,,,,,,,,,,,,,1.4587,,,,,0.0393556,160.874,516062,40823,31476,263491,0.221041,,,,,12.7259
1190,edit-frwikisource,0,2409110,6523303,,,4408423,,598369968318,128490679133637056,,,,,1045775,,,5.41553,0.000275274,1.47974,2401362,,,12,3.35493,3.89311,4,3.55923,0.723523,0.222478,,,,3.17821,1.501,,,-0.0769759,0.0,,,80334.6,,,,,,,,0.995046,2390532,,,,,,,8.89949,,,,,0.0338221,978.593,2402444,6666,81620,1045775,0.333365,,,,,2.71528
1191,wiki_talk_de,1,519403,6729794,,,1751343,2174035,22215138984,983926400524723,3.50266e+19,9554210,12355986906,187711464036,395780,395774,27165,25.9136,6.49176e-06,3.84265,505468,69121,0.133078,13,2.78091,3.74641,3,3.29697,0.916814,0.0923557,0.076872,0.137522,0.763449,2.55468,1.811,1.811,0.0,-0.124769,0.0,0.00129023,0.0344307,22742.4,18161.3,10171.3,0.22392,0.342587,0.0180097,0.0339695,0.00134957,0.795311,413087,0.723786,1.741,0.0,1.951,0.0,0.033983,1.11723,,,,,,,,,,,,,,,,
1192,edit-enwikisource,0,2210887,6561379,,,4129231,,192477058220,11964977906617664,7.08063e+20,,,,916505,,,5.93552,,1.58901,2203707,,,15,3.54628,5.21517,4,4.13417,0.725227,0.222712,,,,3.17076,1.571,1.571,0.17,-0.060458,0.0,,,,,,,,,,,0.986758,2178890,,,,,,,,,,,,0.0339941,363.753,2192849,18038,30606,916505,0.331631,3.381,0.462,0.003,1.541,2.99217
1193,amazon-ratings,0,3376972,5838041,,,5743258,,627186651,704564362291,1684620121457183,,35849304,2807043116,12217,,,3.45756,2.1741499999999998e-06,1.0165,2892456,,,28,5.92444,8.04495,6,6.62927,0.650684,0.248637,,,0.916513,2.9578,2.071,,,-0.0356579,0.0,,,745.697,,,,,,,,0.500633,1690624,,,,,,,3.44297,,,,0.377003,0.276822,2.72036,1230915,2146057,3146,12217,0.236379,,,,,4.74285
1194,higgs-twitter-social,1,456626,14855842,,,,23,28786965703,228329313547960,1978606030373039872,83023401,54010191351,547254410446,51388,1259,51386,65.0679,7.124850000000001e-05,,456290,360210,0.788851,12,2.63963,3.70621,3,3.1741,0.717584,0.22089,0.265009,0.156805,0.897103,1.3469,2.271,2.271,0.0,-0.0984448,0.0,0.00865219,0.100511,677.185,608.347,202.697,0.316026,0.169817,0.0543341,0.091225,0.000415976,,,0.688659,2.671,0.0,2.051,0.0,,,,,,,,,,,,,,,,,,
1195,edit-dawiki,0,839193,7838041,,,4434857,,97166878669,3688174381395088,1.46892e+20,,,,416836,,,18.6799,8.67637e-05,1.76737,828983,,,11,3.39724,3.93807,4,3.71419,0.850312,0.151939,,,0.730526,2.02561,2.821,,,-0.128137,0.0,,,,,,,,,,,0.875757,730862,,,,,,,3.29804,,,,,0.0383958,118.546,773075,66118,18002,416836,0.21487,,,,,10.1388
1196,discogs_genre,0,1754838,19033891,,,3142059,,713800298659,151287735212950336,2.70085e+22,,111241556929,3745144849158,5837587,,,21.693,0.119369,6.05778,1754837,,,4,3.18626,3.83725,4,3.2289,0.892468,0.118928,,,0.618216,3.5369,3.361,3.361,0.0,-0.284127,0.0,,,221106.0,,,,,,,,0.999983,1754808,,,,,,0.846666,4.53439,,,,,0.182595,10.8466,15,1754823,5837587,392118,0.258492,6.771,0.0,0.0,3.361,1268930.0
1197,wikipedia_link_kk,1,257226,15349731,,,,108,31586538580,440741909989253,6542256223383773184,1257028434,883978493180,,75735,986,75727,119.348,0.000231991,,256746,108057,0.420086,10,2.73474,3.94091,3,3.31247,,0.136977,0.155122,0.154237,0.858943,1.39617,,,,-0.0716883,0.0,0.119389,0.934426,,956.808,868.02,0.708111,0.604716,0.0753742,,0.000390394,,,0.793753,,,,,,1.18687,,,,,,,,,,,,,,,,
1198,discogs_affiliation,0,2025594,14414659,,,5302276,,13051812272,208086141206057,3769613215333388288,,3261758502,78312501992,257360,,,14.2325,1.1159e-05,2.71858,1924972,,,22,3.80612,5.75349,4,4.67853,0.861672,0.138158,,,0.857945,2.53989,2.321,2.321,0.049,-0.0394216,0.0,,,11073.1,,,,,,,,0.754557,1528426,,,,,,,1.95597,,,,,0.186605,8.21431,270771,1754823,199896,257360,0.12132,2.111,0.0,0.0,2.211,53.2356
1199,wikipedia_link_he,1,387503,15082322,,,,3486,27580506266,201846622270886,2657588695186492928,226503590,,,82925,1515,82874,77.8436,0.000100443,,387487,267607,0.690593,9,2.76617,3.86381,3,3.30694,,0.204883,0.234833,0.159873,0.880743,,,,,-0.0756604,0.0,0.0246374,0.162573,,1459.71,359.967,0.218505,0.0707602,0.0489402,,,0.331481,128450,0.579167,,,,,,1.07692,,,,,,,,,,,,,,,,
