graph_name,name,code,n,m,konect_url,data_url
trec-wt10g,TREC WT10g,WT,1601787,8063026,http://konect.cc/networks/trec-wt10g/,http://konect.cc/files/download.tsv.trec-wt10g.tar.bz2
arnetminer,Arnetminer ACM,AC,1369055,8650089,http://konect.cc/networks/arnetminer/,none
wikipedia_link_bg,Wikipedia links (bg),Wbg,354062,9527823,http://konect.cc/networks/wikipedia_link_bg/,http://konect.cc/files/download.tsv.wikipedia_link_bg.tar.bz2
edit-zhwiktionary,Wiktionary edits (zh),mzh,1347094,5276371,http://konect.cc/networks/edit-zhwiktionary/,http://konect.cc/files/download.tsv.edit-zhwiktionary.tar.bz2
wikiconflict,Wikipedia conflict,CO,118100,2917785,http://konect.cc/networks/wikiconflict/,http://konect.cc/files/download.tsv.wikiconflict.tar.bz2
wikipedia_link_da,Wikipedia links (da),Wda,378375,9618862,http://konect.cc/networks/wikipedia_link_da/,http://konect.cc/files/download.tsv.wikipedia_link_da.tar.bz2
edit-elwiki,Wikipedia edits (el),el,465768,5286412,http://konect.cc/networks/edit-elwiki/,http://konect.cc/files/download.tsv.edit-elwiki.tar.bz2
edit-thwiki,Wikipedia edits (th),th,712316,5320770,http://konect.cc/networks/edit-thwiki/,http://konect.cc/files/download.tsv.edit-thwiki.tar.bz2
edit-euwiki,Wikipedia edits (eu),eu,705324,5718362,http://konect.cc/networks/edit-euwiki/,http://konect.cc/files/download.tsv.edit-euwiki.tar.bz2
edit-plwiktionary,Wiktionary edits (pl),mpl,615519,5696069,http://konect.cc/networks/edit-plwiktionary/,http://konect.cc/files/download.tsv.edit-plwiktionary.tar.bz2
edit-dewiktionary,Wiktionary edits (de),mde,725085,5776013,http://konect.cc/networks/edit-dewiktionary/,http://konect.cc/files/download.tsv.edit-dewiktionary.tar.bz2
edit-skwiki,Wikipedia edits (sk),sk,504318,5788725,http://konect.cc/networks/edit-skwiki/,http://konect.cc/files/download.tsv.edit-skwiki.tar.bz2
edit-eowiki,Wikipedia edits (eo),eo,542626,5775209,http://konect.cc/networks/edit-eowiki/,http://konect.cc/files/download.tsv.edit-eowiki.tar.bz2
dimacs9-E,Eastern USA,9E,3598623,8708058,http://konect.cc/networks/dimacs9-E/,http://konect.cc/files/download.tsv.dimacs9-E.tar.bz2
wikipedia_link_eo,Wikipedia links (eo),Weo,412997,10424529,http://konect.cc/networks/wikipedia_link_eo/,http://konect.cc/files/download.tsv.wikipedia_link_eo.tar.bz2
wikipedia_link_bs,Wikipedia links (bs),Wbs,178413,11485895,http://konect.cc/networks/wikipedia_link_bs/,http://konect.cc/files/download.tsv.wikipedia_link_bs.tar.bz2
edit-warwiki,Wikipedia edits (war),war,2877072,6145080,http://konect.cc/networks/edit-warwiki/,http://konect.cc/files/download.tsv.edit-warwiki.tar.bz2
as-skitter,Skitter,SK,1696415,11095298,http://konect.cc/networks/as-skitter/,http://konect.cc/files/download.tsv.as-skitter.tar.bz2
edit-bgwiki,Wikipedia edits (bg),bg,556885,6567352,http://konect.cc/networks/edit-bgwiki/,http://konect.cc/files/download.tsv.edit-bgwiki.tar.bz2
edit-frwikisource,Wikiquote edits (fr),qfr,2409110,6523303,http://konect.cc/networks/edit-frwikisource/,http://konect.cc/files/download.tsv.edit-frwikisource.tar.bz2
wiki_talk_de,Wikipedia talk (de),Tde,519403,6729794,http://konect.cc/networks/wiki_talk_de/,http://konect.cc/files/download.tsv.wiki_talk_de.tar.bz2
edit-enwikisource,Wikiquote edits (en),qen,2210887,6561379,http://konect.cc/networks/edit-enwikisource/,http://konect.cc/files/download.tsv.edit-enwikisource.tar.bz2
amazon-ratings,Amazon ratings,AR,3376972,5838041,http://konect.cc/networks/amazon-ratings/,http://konect.cc/files/download.tsv.amazon-ratings.tar.bz2
higgs-twitter-social,Higgs,HI,456626,14855842,http://konect.cc/networks/higgs-twitter-social/,http://konect.cc/files/download.tsv.higgs-twitter-social.tar.bz2
edit-dawiki,Wikipedia edits (da),da,839193,7838041,http://konect.cc/networks/edit-dawiki/,http://konect.cc/files/download.tsv.edit-dawiki.tar.bz2
discogs_genre,Discogs artist–genre,Da,1754838,19033891,http://konect.cc/networks/discogs_genre/,http://konect.cc/files/download.tsv.discogs_genre.tar.bz2
wikipedia_link_kk,Wikipedia links (kk),Wkk,257226,15349731,http://konect.cc/networks/wikipedia_link_kk/,http://konect.cc/files/download.tsv.wikipedia_link_kk.tar.bz2
discogs_affiliation,Discogs,Dl,2025594,14414659,http://konect.cc/networks/discogs_affiliation/,http://konect.cc/files/download.tsv.discogs_affiliation.tar.bz2
wikipedia_link_he,Wikipedia links (he),Whe,387503,15082322,http://konect.cc/networks/wikipedia_link_he/,http://konect.cc/files/download.tsv.wikipedia_link_he.tar.bz2
petster-catdog-friend,Catster/dogster friends,PKf,623754,13991746,http://konect.cc/networks/petster-catdog-friend/,http://konect.cc/files/download.tsv.petster-catdog-friend.tar.bz2
wikipedia_link_tr,Wikipedia links (tr),Wtr,544514,14703300,http://konect.cc/networks/wikipedia_link_tr/,http://konect.cc/files/download.tsv.wikipedia_link_tr.tar.bz2
edit-ruwiktionary,Wiktionary edits (ru),mru,1274165,8349235,http://konect.cc/networks/edit-ruwiktionary/,http://konect.cc/files/download.tsv.edit-ruwiktionary.tar.bz2
dblp-author,DBLP,Pa,7577304,12282059,http://konect.cc/networks/dblp-author/,http://konect.cc/files/download.tsv.dblp-author.tar.bz2
wikipedia_link_fi,Wikipedia links (fi),Wfi,684613,14658697,http://konect.cc/networks/wikipedia_link_fi/,http://konect.cc/files/download.tsv.wikipedia_link_fi.tar.bz2
flickr-links,Flickr links,LF,1715255,15551250,http://konect.cc/networks/flickr-links/,http://konect.cc/files/download.tsv.flickr-links.tar.bz2
dimacs10-in-2004,Indian domain,ID,1382867,13591473,http://konect.cc/networks/dimacs10-in-2004/,http://konect.cc/files/download.tsv.dimacs10-in-2004.tar.bz2
zhishi-hudong-internallink,Hudong internal,HUi,1984484,14869484,http://konect.cc/networks/zhishi-hudong-internallink/,http://konect.cc/files/download.tsv.zhishi-hudong-internallink.tar.bz2
dbpedia-all,DBpedia,DB,3966924,13820853,http://konect.cc/networks/dbpedia-all/,http://konect.cc/files/download.tsv.dbpedia-all.tar.bz2
petster-carnivore,Catster/Dogster,Scd,623766,15699276,http://konect.cc/networks/petster-carnivore/,http://konect.cc/files/download.tsv.petster-carnivore.tar.bz2
dimacs10-eu-2005,European Union domain,EU,862664,16138468,http://konect.cc/networks/dimacs10-eu-2005/,http://konect.cc/files/download.tsv.dimacs10-eu-2005.tar.bz2
movielens-10m_rating,MovieLens 10M,M3,80555,10000054,http://konect.cc/networks/movielens-10m_rating/,http://konect.cc/files/download.tsv.movielens-10m_rating.tar.bz2
edit-rowiki,Wikipedia edits (ro),ro,1798416,9945745,http://konect.cc/networks/edit-rowiki/,http://konect.cc/files/download.tsv.edit-rowiki.tar.bz2
zhishi-baidu-internallink,Baidu internal,BAi,2141300,17794839,http://konect.cc/networks/zhishi-baidu-internallink/,http://konect.cc/files/download.tsv.zhishi-baidu-internallink.tar.bz2
dimacs9-W,Western USA,9W,6262104,15119284,http://konect.cc/networks/dimacs9-W/,http://konect.cc/files/download.tsv.dimacs9-W.tar.bz2
wikipedia_link_cs,Wikipedia links (cs),Wcs,655173,18516525,http://konect.cc/networks/wikipedia_link_cs/,http://konect.cc/files/download.tsv.wikipedia_link_cs.tar.bz2
patentcite,US patents,PC,3774768,16518947,http://konect.cc/networks/patentcite/,http://konect.cc/files/download.tsv.patentcite.tar.bz2
youtube-u-growth,YouTube,YT,3223589,9375374,http://konect.cc/networks/youtube-u-growth/,http://konect.cc/files/download.tsv.youtube-u-growth.tar.bz2
discogs_style,Discogs artist–style,Dt,1618326,24085580,http://konect.cc/networks/discogs_style/,http://konect.cc/files/download.tsv.discogs_style.tar.bz2
wikipedia_link_hy,Wikipedia links (hy),Why,557677,19197218,http://konect.cc/networks/wikipedia_link_hy/,http://konect.cc/files/download.tsv.wikipedia_link_hy.tar.bz2
edit-idwiki,Wikipedia edits (id),id,2308975,11441391,http://konect.cc/networks/edit-idwiki/,http://konect.cc/files/download.tsv.edit-idwiki.tar.bz2
wikipedia_link_no,Wikipedia links (no),Wno,759923,20546603,http://konect.cc/networks/wikipedia_link_no/,http://konect.cc/files/download.tsv.wikipedia_link_no.tar.bz2
wikipedia_link_oc,Wikipedia links (oc),Woc,96228,23312547,http://konect.cc/networks/wikipedia_link_oc/,http://konect.cc/files/download.tsv.wikipedia_link_oc.tar.bz2
libimseti,Libimseti.cz,LI,220970,17359346,http://konect.cc/networks/libimseti/,http://konect.cc/files/download.tsv.libimseti.tar.bz2
zhishi-hudong-relatedpages,Hudong related,HUr,2452715,18854882,http://konect.cc/networks/zhishi-hudong-relatedpages/,http://konect.cc/files/download.tsv.zhishi-hudong-relatedpages.tar.bz2
edit-cswiki,Wikipedia edits (cs),cs,1114389,12998902,http://konect.cc/networks/edit-cswiki/,http://konect.cc/files/download.tsv.edit-cswiki.tar.bz2
edit-srwiki,Wikipedia edits (sr),sr,1416821,13611993,http://konect.cc/networks/edit-srwiki/,http://konect.cc/files/download.tsv.edit-srwiki.tar.bz2
edit-fiwiki,Wikipedia edits (fi),fi,1225701,13557662,http://konect.cc/networks/edit-fiwiki/,http://konect.cc/files/download.tsv.edit-fiwiki.tar.bz2
edit-trwiki,Wikipedia edits (tr),tr,1687395,13472951,http://konect.cc/networks/edit-trwiki/,http://konect.cc/files/download.tsv.edit-trwiki.tar.bz2
epinions-rating,Epinions,ER,876252,13668320,http://konect.cc/networks/epinions-rating/,http://konect.cc/files/download.tsv.epinions-rating.tar.bz2
edit-kowiki,Wikipedia edits (ko),ko,1614822,14237677,http://konect.cc/networks/edit-kowiki/,http://konect.cc/files/download.tsv.edit-kowiki.tar.bz2
munmun_twitterex_ui,Twitter user–item,Wui,9374206,12656613,http://konect.cc/networks/munmun_twitterex_ui/,none
munmun_twitterex_at,Twitter mentions,Wa,2919613,12887063,http://konect.cc/networks/munmun_twitterex_at/,none
wikipedia_link_ms,Wikipedia links (ms),Wms,362264,28260868,http://konect.cc/networks/wikipedia_link_ms/,http://konect.cc/files/download.tsv.wikipedia_link_ms.tar.bz2
edit-nowiki,Wikipedia edits (no),no,1340021,15620508,http://konect.cc/networks/edit-nowiki/,http://konect.cc/files/download.tsv.edit-nowiki.tar.bz2
edit-cebwiki,Wikipedia edits (ceb),ceb,8486200,15072104,http://konect.cc/networks/edit-cebwiki/,http://konect.cc/files/download.tsv.edit-cebwiki.tar.bz2
wikipedia_link_ko,Wikipedia links (ko),Wko,772123,29371477,http://konect.cc/networks/wikipedia_link_ko/,http://konect.cc/files/download.tsv.wikipedia_link_ko.tar.bz2
edit-cawiki,Wikipedia edits (ca),ca,1433726,17396142,http://konect.cc/networks/edit-cawiki/,http://konect.cc/files/download.tsv.edit-cawiki.tar.bz2
edit-huwiki,Wikipedia edits (hu),hu,1280637,16945613,http://konect.cc/networks/edit-huwiki/,http://konect.cc/files/download.tsv.edit-huwiki.tar.bz2
lastfm_band,Last.fm bands,Lb,175069,19150868,http://konect.cc/networks/lastfm_band/,http://konect.cc/files/download.tsv.lastfm_band.tar.bz2
soc-pokec-relationships,Pokec,PL,1632803,30622564,http://konect.cc/networks/soc-pokec-relationships/,http://konect.cc/files/download.tsv.soc-pokec-relationships.tar.bz2
edit-hewiki,Wikipedia edits (he),he,991424,17853031,http://konect.cc/networks/edit-hewiki/,http://konect.cc/files/download.tsv.edit-hewiki.tar.bz2
edit-fawiki,Wikipedia edits (fa),fa,3732366,17908113,http://konect.cc/networks/edit-fawiki/,http://konect.cc/files/download.tsv.edit-fawiki.tar.bz2
lastfm_song,Last.fm songs,Ls,1085612,19150868,http://konect.cc/networks/lastfm_song/,http://konect.cc/files/download.tsv.lastfm_song.tar.bz2
wikipedia_link_ro,Wikipedia links (ro),Wro,903416,32763547,http://konect.cc/networks/wikipedia_link_ro/,http://konect.cc/files/download.tsv.wikipedia_link_ro.tar.bz2
wikipedia_link_id,Wikipedia links (id),Wid,894470,38282192,http://konect.cc/networks/wikipedia_link_id/,http://konect.cc/files/download.tsv.wikipedia_link_id.tar.bz2
edit-ukwiki,Wikipedia edits (uk),uk,2219329,18633506,http://konect.cc/networks/edit-ukwiki/,http://konect.cc/files/download.tsv.edit-ukwiki.tar.bz2
actor-collaboration,Actor collaborations,CL,382219,33115812,http://konect.cc/networks/actor-collaboration/,http://konect.cc/files/download.tsv.actor-collaboration.tar.bz2
filmtipset_rating,Filmtipset ratings,Fr,144671,19554219,http://konect.cc/networks/filmtipset_rating/,none
edit-arwiki,Wikipedia edits (ar),ar,3153084,19770083,http://konect.cc/networks/edit-arwiki/,http://konect.cc/files/download.tsv.edit-arwiki.tar.bz2
wikipedia_link_war,Wikipedia links (war),Wwar,2093450,38631915,http://konect.cc/networks/wikipedia_link_war/,http://konect.cc/files/download.tsv.wikipedia_link_war.tar.bz2
wikipedia_link_ca,Wikipedia links (ca),Wca,926636,38966215,http://konect.cc/networks/wikipedia_link_ca/,http://konect.cc/files/download.tsv.wikipedia_link_ca.tar.bz2
link-dynamic-nlwiki,Wikipedia dynamic (nl),Ud,1039252,20070561,http://konect.cc/networks/link-dynamic-nlwiki/,http://konect.cc/files/download.tsv.link-dynamic-nlwiki.tar.bz2
edit-mgwiktionary,Wiktionary edits (mg),mmg,4064239,22720139,http://konect.cc/networks/edit-mgwiktionary/,http://konect.cc/files/download.tsv.edit-mgwiktionary.tar.bz2
edit-frwiktionary,Wiktionary edits (fr),mfr,3433145,23443737,http://konect.cc/networks/edit-frwiktionary/,http://konect.cc/files/download.tsv.edit-frwiktionary.tar.bz2
dimacs9-CTR,Central USA,9C,14081816,33866826,http://konect.cc/networks/dimacs9-CTR/,http://konect.cc/files/download.tsv.dimacs9-CTR.tar.bz2
stevgong_attribute,Google+ (IMC12),IA,10442421,20592962,http://konect.cc/networks/stevgong_attribute/,none
edit-viwiki,Wikipedia edits (vi),vi,3585652,25286492,http://konect.cc/networks/edit-viwiki/,http://konect.cc/files/download.tsv.edit-viwiki.tar.bz2
wiki_talk_en,Wikipedia talk (en),Ten,2987535,24981163,http://konect.cc/networks/wiki_talk_en/,http://konect.cc/files/download.tsv.wiki_talk_en.tar.bz2
wikipedia_link_hu,Wikipedia links (hu),Whu,621511,46358909,http://konect.cc/networks/wikipedia_link_hu/,http://konect.cc/files/download.tsv.wikipedia_link_hu.tar.bz2
wikipedia_link_es,Wikipedia links (es),Wes,3033373,46656045,http://konect.cc/networks/wikipedia_link_es/,http://konect.cc/files/download.tsv.wikipedia_link_es.tar.bz2
link-dynamic-plwiki,Wikipedia dynamic (pl),Up,1033050,25026208,http://konect.cc/networks/link-dynamic-plwiki/,http://konect.cc/files/download.tsv.link-dynamic-plwiki.tar.bz2
wikipedia_link_vi,Wikipedia links (vi),Wvi,1372591,51077243,http://konect.cc/networks/wikipedia_link_vi/,http://konect.cc/files/download.tsv.wikipedia_link_vi.tar.bz2
livejournal-links,LiveJournal links,Lj,5204176,49174464,http://konect.cc/networks/livejournal-links/,http://konect.cc/files/download.tsv.livejournal-links.tar.bz2
dblp_coauthor,DBLP,Pc,1824701,29487744,http://konect.cc/networks/dblp_coauthor/,http://konect.cc/files/download.tsv.dblp_coauthor.tar.bz2
wikipedia_link_pt,Wikipedia links (pt),Wpt,1744781,57679728,http://konect.cc/networks/wikipedia_link_pt/,http://konect.cc/files/download.tsv.wikipedia_link_pt.tar.bz2
wikipedia_link_uk,Wikipedia links (uk),Wuk,1201408,59136839,http://konect.cc/networks/wikipedia_link_uk/,http://konect.cc/files/download.tsv.wikipedia_link_uk.tar.bz2
reuters,Reuters,RE,1065176,96903520,http://konect.cc/networks/reuters/,http://konect.cc/files/download.tsv.reuters.tar.bz2
wikipedia_link_nl,Wikipedia links (nl),Wnl,2622756,59168169,http://konect.cc/networks/wikipedia_link_nl/,http://konect.cc/files/download.tsv.wikipedia_link_nl.tar.bz2
edit-ptwiki,Wikipedia edits (pt),pt,4784188,35846280,http://konect.cc/networks/edit-ptwiki/,http://konect.cc/files/download.tsv.edit-ptwiki.tar.bz2
edit-svwiki,Wikipedia edits (sv),sv,7751738,36357003,http://konect.cc/networks/edit-svwiki/,http://konect.cc/files/download.tsv.edit-svwiki.tar.bz2
flickr-growth,Flickr,FL,2302925,33140017,http://konect.cc/networks/flickr-growth/,http://konect.cc/files/download.tsv.flickr-growth.tar.bz2
edit-zhwiki,Wikipedia edits (zh),zh,5339125,36369331,http://konect.cc/networks/edit-zhwiki/,http://konect.cc/files/download.tsv.edit-zhwiki.tar.bz2
wikipedia_link_ar,Wikipedia links (ar),War,1073810,66458548,http://konect.cc/networks/wikipedia_link_ar/,http://konect.cc/files/download.tsv.wikipedia_link_ar.tar.bz2
link-dynamic-itwiki,Wikipedia dynamic (it),Ui,1204009,34826283,http://konect.cc/networks/link-dynamic-itwiki/,http://konect.cc/files/download.tsv.link-dynamic-itwiki.tar.bz2
wikipedia_link_fa,Wikipedia links (fa),Wfa,2105723,66969531,http://konect.cc/networks/wikipedia_link_fa/,http://konect.cc/files/download.tsv.wikipedia_link_fa.tar.bz2
bag-nytimes,NY Times,NY,401388,99542125,http://konect.cc/networks/bag-nytimes/,http://konect.cc/files/download.tsv.bag-nytimes.tar.bz2
wikipedia_link_pl,Wikipedia links (pl),Wpl,1688608,70256468,http://konect.cc/networks/wikipedia_link_pl/,http://konect.cc/files/download.tsv.wikipedia_link_pl.tar.bz2
dimacs9-USA,Full USA,9U,23947347,57708624,http://konect.cc/networks/dimacs9-USA/,http://konect.cc/files/download.tsv.dimacs9-USA.tar.bz2
edit-shwiki,Wikipedia edits (sh),sh,4589850,40578944,http://konect.cc/networks/edit-shwiki/,http://konect.cc/files/download.tsv.edit-shwiki.tar.bz2
wikipedia_link_zh,Wikipedia links (zh),Wzh,1786381,72614837,http://konect.cc/networks/wikipedia_link_zh/,http://konect.cc/files/download.tsv.wikipedia_link_zh.tar.bz2
edit-plwiki,Wikipedia edits (pl),pl,2872213,40744770,http://konect.cc/networks/edit-plwiki/,http://konect.cc/files/download.tsv.edit-plwiki.tar.bz2
zhishi-all,Zhishi,ZS,7827192,65905159,http://konect.cc/networks/zhishi-all/,http://konect.cc/files/download.tsv.zhishi-all.tar.bz2
soc-LiveJournal1,LiveJournal,LJ,4846609,68475391,http://konect.cc/networks/soc-LiveJournal1/,http://konect.cc/files/download.tsv.soc-LiveJournal1.tar.bz2
edit-nlwiki,Wikipedia edits (nl),nl,4021196,41592827,http://konect.cc/networks/edit-nlwiki/,http://konect.cc/files/download.tsv.edit-nlwiki.tar.bz2
edit-jawiki,Wikipedia edits (ja),ja,3570948,41998340,http://konect.cc/networks/edit-jawiki/,http://konect.cc/files/download.tsv.edit-jawiki.tar.bz2
wikipedia_link_ceb,Wikipedia links (ceb),Wceb,7891015,69540354,http://konect.cc/networks/wikipedia_link_ceb/,http://konect.cc/files/download.tsv.wikipedia_link_ceb.tar.bz2
wikipedia-growth,Wikipedia growth (en),WP,1870709,39953145,http://konect.cc/networks/wikipedia-growth/,http://konect.cc/files/download.tsv.wikipedia-growth.tar.bz2
edit-enwiktionary,Wiktionary edits (en),men,5892253,44788448,http://konect.cc/networks/edit-enwiktionary/,http://konect.cc/files/download.tsv.edit-enwiktionary.tar.bz2
wikipedia_link_ja,Wikipedia links (ja),Wja,1767268,83202622,http://konect.cc/networks/wikipedia_link_ja/,http://konect.cc/files/download.tsv.wikipedia_link_ja.tar.bz2
wikipedia_link_ru,Wikipedia links (ru),Wru,3370462,93373056,http://konect.cc/networks/wikipedia_link_ru/,http://konect.cc/files/download.tsv.wikipedia_link_ru.tar.bz2
wikipedia_link_de,Wikipedia links (de),Wde,3603726,96865851,http://konect.cc/networks/wikipedia_link_de/,http://konect.cc/files/download.tsv.wikipedia_link_de.tar.bz2
wikipedia_link_sh,Wikipedia links (sh),Wsh,3924218,106265500,http://konect.cc/networks/wikipedia_link_sh/,http://konect.cc/files/download.tsv.wikipedia_link_sh.tar.bz2
gottron-trec,TREC (disks 4–5),TR,1729302,151632178,http://konect.cc/networks/gottron-trec/,http://konect.cc/files/download.tsv.gottron-trec.tar.bz2
wikipedia_link_it,Wikipedia links (it),Wit,2148791,104719994,http://konect.cc/networks/wikipedia_link_it/,http://konect.cc/files/download.tsv.wikipedia_link_it.tar.bz2
wikipedia_link_sv,Wikipedia links (sv),Wsv,6100692,106749786,http://konect.cc/networks/wikipedia_link_sv/,http://konect.cc/files/download.tsv.wikipedia_link_sv.tar.bz2
